Date,Area Name,Road/Intersection Name,Traffic Volume,Average Speed,Travel Time Index,Congestion Level,Road Capacity Utilization,Incident Reports,Environmental Impact,Public Transport Usage,Traffic Signal Compliance,Parking Usage,Pedestrian and Cyclist Count,Weather Conditions,Roadwork and Construction Activity,Year,Month,Day_of_Week,Day_Name,Is_Weekend,Quarter,Day_of_Month,Traffic Volume_Lag1,Traffic Volume_Lag7,Traffic Volume_Rolling7,Congestion Level_Lag1,Congestion Level_Lag7,Congestion Level_Rolling7,Average Speed_Lag1,Average Speed_Lag7,Average Speed_Rolling7,Speed_Volume_Ratio,Congestion_per_Incident,Road_Avg_Congestion,Area_Avg_Congestion,Congestion_Deviation
2023-08-13,Jayanagar,South End Circle,16577,31.4030577014478,1.0097190321368517,58.59344482299248,83.43670617039895,0,83.154,67.74183154130334,92.90698419727082,55.92851848180352,90,Clear,No,2023,8,6,Sunday,1,3,13,18903.0,33016.0,23247.714285714286,62.56756892878907,100.0,76.94070993994873,30.05539372955234,38.283132095234286,40.349537912157224,1.8943752006664534,58.59344482299248,77.27739771474884,76.99832386366552,-18.683952891756363
2023-08-14,Jayanagar,South End Circle,18208,29.936791931392307,1.0573758096325618,51.0016368155813,87.66135557875567,0,86.416,10.768122138798155,94.2853489392074,79.17859715339907,105,Clear,Yes,2023,8,0,Monday,0,3,14,16577.0,30636.0,20899.285714285714,58.59344482299248,96.93924603413022,71.02548777180479,31.4030577014478,41.173649046423805,39.36667014161629,1.6441559716274334,51.0016368155813,77.27739771474884,76.99832386366552,-26.275760899167544
2023-08-15,Jayanagar,South End Circle,36117,24.89886052082511,1.5,100.0,100.0,0,122.234,13.88249223582374,95.78245268695942,75.92460937229025,121,Clear,No,2023,8,1,Tuesday,0,3,15,18208.0,28347.0,19123.85714285714,51.0016368155813,89.8484414776177,64.46297216915494,29.936791931392307,40.05443687234259,37.76140483946893,0.6893944823995657,100.0,77.27739771474884,76.99832386366552,22.722602285251156
2023-08-16,Jayanagar,South End Circle,20011,33.7242673293359,1.3687896415413583,59.08274782767086,100.0,0,90.02199999999999,32.51874148826164,67.20171590650176,94.40797139056484,96,Clear,No,2023,8,2,Wednesday,0,3,16,36117.0,9426.0,20233.85714285714,100.0,38.66428528756737,65.91319481520955,24.89886052082511,42.262008070464645,35.59632250353787,1.6852864589143923,59.08274782767086,77.27739771474884,76.99832386366552,-18.194649887077986
2023-08-17,Jayanagar,South End Circle,19880,65.72098425695094,1.3950352777324644,57.29141363047681,100.0,0,89.75999999999999,71.7833692301881,87.75649365903456,88.11748516360582,109,Overcast,No,2023,8,3,Thursday,0,3,17,20011.0,25516.0,21746.0,59.08274782767086,84.48310842370783,68.83011803522434,33.7242673293359,38.606938076929424,34.37664525480519,3.305884519967351,57.29141363047681,77.27739771474884,76.99832386366552,-19.985984084272033
2023-08-19,Jayanagar,South End Circle,17403,66.31452075870544,1.3755554593427493,53.1477263100283,83.05372597657411,0,84.806,25.75275193394636,69.44897121089734,68.94703687639586,102,Clear,No,2023,8,5,Saturday,1,3,19,19880.0,16890.0,20940.85714285714,57.29141363047681,66.08231942782888,64.94559020761992,65.72098425695094,52.01120749415343,38.25008042337969,3.8105223673335313,53.1477263100283,77.27739771474884,76.99832386366552,-24.129671404720547
2023-08-20,Jayanagar,South End Circle,14803,38.78460920834805,1.1029063414518758,44.22703329450909,72.71026877839645,2,79.606,23.75112517749613,93.96502968613189,71.49288884786377,199,Clear,No,2023,8,6,Sunday,1,3,20,17403.0,18903.0,21014.14285714286,53.1477263100283,62.56756892878907,63.09779119079126,66.31452075870544,30.05539372955234,40.293410889744266,2.6200506119265046,14.74234443150303,77.27739771474884,76.99832386366552,-33.05036442023975
2023-08-21,Jayanagar,South End Circle,39824,23.56552774543197,1.5,100.0,100.0,2,129.648,51.80427271708377,99.36838871277529,83.60827094904971,108,Clear,No,2023,8,0,Monday,0,3,21,14803.0,16577.0,20428.428571428572,44.22703329450909,58.59344482299248,60.4777146716084,38.78460920834805,31.4030577014478,41.54044167242937,0.5917418578101641,33.333333333333336,77.27739771474884,76.99832386366552,22.722602285251156
2023-08-24,Jayanagar,South End Circle,36101,34.28040701551154,1.5,100.0,100.0,3,122.202,53.81454520667153,72.98863617244356,81.31547572674177,88,Clear,No,2023,8,3,Thursday,0,3,24,39824.0,18208.0,23749.428571428572,100.0,51.0016368155813,66.39293683975234,23.56552774543197,29.936791931392307,40.42079453585568,0.949569458339424,25.0,77.27739771474884,76.99832386366552,22.722602285251156
2023-08-25,Jayanagar,South End Circle,27207,39.958215009529205,1.5,93.00263308312832,100.0,2,104.414,34.49957423940692,66.68483321270881,60.705865138174765,80,Clear,No,2023,8,4,Friday,0,3,25,36101.0,36117.0,26305.571428571428,100.0,100.0,73.39270300895501,34.28040701551154,24.89886052082511,41.04131097644414,1.468674054821524,31.000877694376104,77.27739771474884,76.99832386366552,15.725235368379472
2023-08-26,Jayanagar,South End Circle,32528,52.31261921806995,1.5,100.0,100.0,3,115.056,74.18413079310892,67.39393785311559,85.94972941891787,97,Clear,No,2023,8,5,Saturday,1,3,26,27207.0,20011.0,25032.714285714286,93.00263308312832,59.08274782767086,72.39307916368763,39.958215009529205,33.7242673293359,43.1926473319733,1.6082334978501582,25.0,77.27739771474884,76.99832386366552,22.722602285251156
2023-08-27,Jayanagar,South End Circle,26630,20.0,1.5,82.62754289191935,100.0,2,103.26,25.756634511392622,70.56316959416884,86.90948781446578,104,Rain,No,2023,8,6,Sunday,1,3,27,32528.0,19880.0,26820.85714285714,100.0,57.29141363047681,78.23840090259179,52.31261921806995,65.72098425695094,45.84812617322101,0.7510326699211416,27.54251429730645,77.27739771474884,76.99832386366552,5.3501451771705035
2023-08-28,Jayanagar,South End Circle,25665,26.85207643568279,1.5,81.68293574962178,100.0,5,101.33,52.24786560081901,71.93172249877253,52.93800974168664,110,Overcast,No,2023,8,0,Monday,0,3,28,26630.0,17403.0,27785.14285714286,82.62754289191935,53.1477263100283,81.85784793994073,20.0,66.31452075870544,39.3165569936566,1.0462527346846986,13.613822624936963,77.27739771474884,76.99832386366552,4.405538034872933
2023-08-29,Jayanagar,South End Circle,15690,27.299915908992972,1.0196449553222742,57.07158499523845,83.37172827662565,1,81.38,77.28004520918748,76.30624596901441,69.36216058920552,111,Clear,No,2023,8,1,Tuesday,0,3,29,25665.0,14803.0,28965.428571428572,81.68293574962178,44.22703329450909,85.93430643131121,26.85207643568279,38.78460920834805,33.6790649475105,1.739956399553408,28.535792497619227,77.27739771474884,76.99832386366552,-20.20581271951039
2023-08-30,Jayanagar,South End Circle,27228,32.56901424616975,1.5,84.70566833323808,100.0,1,104.456,46.10333163593576,84.39849375163291,64.95714761141339,88,Clear,Yes,2023,8,2,Wednesday,0,3,30,15690.0,39824.0,29092.14285714286,57.07158499523845,100.0,87.76924238855827,27.299915908992972,23.56552774543197,32.03839447617406,1.1961588896051767,42.35283416661904,77.27739771474884,76.99832386366552,7.428270618489236
2023-09-03,Jayanagar,South End Circle,18850,32.65027877608819,1.2873668407692989,67.84528140787691,92.50616628374436,0,87.7,74.09061294370899,87.51233722585744,97.422358583102,88,Clear,No,2023,9,6,Sunday,1,3,3,27228.0,36101.0,27292.714285714286,84.70566833323808,100.0,85.58433786473515,32.56901424616975,34.28040701551154,33.324606833422315,1.7321102798985777,67.84528140787691,77.27739771474884,76.99832386366552,-9.432116306871933
2023-09-04,Jayanagar,South End Circle,34022,33.1116389844213,1.5,100.0,100.0,2,118.044,24.480938991232023,61.26721435749101,75.25800778626267,101,Clear,No,2023,9,0,Monday,0,3,4,18850.0,27207.0,24828.285714285714,67.84528140787691,93.00263308312832,80.99080663728898,32.65027877608819,39.958215009529205,33.09173137064755,0.9732419900188496,33.333333333333336,77.27739771474884,76.99832386366552,22.722602285251156
2023-09-05,Jayanagar,South End Circle,27173,20.0,1.5,99.52369749749442,100.0,2,104.346,16.37883386054954,99.19454054854332,78.5207981739765,100,Clear,No,2023,9,1,Tuesday,0,3,5,34022.0,32528.0,25801.85714285714,100.0,100.0,81.99043048255636,33.1116389844213,52.31261921806995,32.11364908134642,0.7360247304309425,33.17456583249814,77.27739771474884,76.99832386366552,22.24629978274558
2023-09-06,Jayanagar,South End Circle,17924,41.82588857208394,1.3840056710261948,65.29273838142834,87.62694373070822,2,85.848,45.82634564972653,65.43472734691785,53.98330810849553,91,Clear,No,2023,9,2,Wednesday,0,3,6,27173.0,26630.0,25036.85714285714,99.52369749749442,82.62754289191935,81.9223872679127,20.0,20.0,27.497560621622142,2.333513087038827,21.76424612714278,77.27739771474884,76.99832386366552,-11.984659333320508
2023-09-07,Jayanagar,South End Circle,18655,36.97105967496389,1.059999341998632,69.79524544261771,96.12889881349255,1,87.31,14.039577266187337,63.05871973928112,84.48629128207796,118,Overcast,No,2023,9,3,Thursday,0,3,7,17924.0,25665.0,23793.14285714286,65.29273838142834,81.68293574962178,79.44598662355686,41.82588857208394,26.85207643568279,30.615544703348416,1.9818311270417521,34.897622721308856,77.27739771474884,76.99832386366552,-7.482152272131131
2023-09-08,Jayanagar,South End Circle,22467,32.464459160239954,1.2923832195009273,76.87798444083535,100.0,2,94.934,14.657075544952791,97.14769681935007,93.0840290936974,94,Overcast,No,2023,9,4,Friday,0,3,8,18655.0,15690.0,22791.714285714286,69.79524544261771,57.07158499523845,77.7477451511277,36.97105967496389,27.299915908992972,32.061113737531436,1.444984161670003,25.625994813611783,77.27739771474884,76.99832386366552,-0.39941327391349546
2023-09-09,Jayanagar,South End Circle,27022,32.2072311666396,1.5,96.27366212449031,100.0,2,104.044,20.980600239165994,73.51255739248668,78.06534547099807,100,Clear,No,2023,9,5,Saturday,1,3,9,22467.0,27228.0,23759.85714285714,76.87798444083535,84.70566833323808,80.57723078621298,32.464459160239954,32.56901424616975,32.79890563056672,1.1918892445651545,32.09122070816344,77.27739771474884,76.99832386366552,18.99626440974147
2023-09-10,Jayanagar,South End Circle,15597,21.780773807279346,1.346290932331217,57.32536753848206,74.94442441208223,0,81.194,50.8550329088942,82.61837709290175,77.28478102813315,123,Clear,No,2023,9,6,Sunday,1,3,10,27022.0,18850.0,23730.428571428572,96.27366212449031,67.84528140787691,82.22980132782043,32.2072311666396,32.65027877608819,32.74722233349098,1.396472001492553,57.32536753848206,77.27739771474884,76.99832386366552,-19.95203017626678
2023-09-11,Jayanagar,South End Circle,33706,26.722818408840176,1.5,100.0,100.0,2,117.412,10.77337302166819,96.2038078904834,72.0751693125206,91,Clear,No,2023,9,0,Monday,0,3,11,15597.0,34022.0,23265.714285714286,57.32536753848206,100.0,80.72695648933545,21.780773807279346,33.1116389844213,31.194435909375432,0.7928208155473855,33.333333333333336,77.27739771474884,76.99832386366552,22.722602285251156
2023-09-12,Jayanagar,South End Circle,23995,45.660292529841264,1.28507212869433,73.55339773123767,100.0,2,97.99,76.11529314752698,89.30696281120592,94.06132924153572,114,Rain,No,2023,9,1,Tuesday,0,3,12,33706.0,27173.0,23220.571428571428,100.0,99.52369749749442,80.72695648933545,26.722818408840176,20.0,30.281747255720983,1.9029086280408944,24.517799243745888,77.27739771474884,76.99832386366552,-3.7239999835111774
2023-09-15,Jayanagar,South End Circle,20999,44.63802971056292,1.10805523847546,68.12868371181962,100.0,1,91.998,44.69118980310161,89.49519175228099,82.22066295984857,118,Clear,No,2023,9,4,Friday,0,3,15,23995.0,17924.0,22766.571428571428,73.55339773123767,65.29273838142834,77.0169136655845,45.660292529841264,41.82588857208394,33.94750333141259,2.125721687250008,34.06434185590981,77.27739771474884,76.99832386366552,-9.148714002929225
2023-09-16,Jayanagar,South End Circle,26533,40.57563774625768,1.5,98.07786080185691,100.0,0,103.066,76.16224048225659,80.40003827183254,80.0281816585922,103,Clear,No,2023,9,5,Saturday,1,3,16,20999.0,18655.0,23205.85714285714,68.12868371181962,69.79524544261771,77.42204871278325,44.63802971056292,36.97105967496389,34.34923777976674,1.5292517900824512,98.07786080185691,77.27739771474884,76.99832386366552,20.80046308710807
2023-09-18,Jayanagar,South End Circle,31238,39.501739456994784,1.5,100.0,100.0,2,112.476,57.9194973367935,78.84497142501067,98.88992401510498,106,Overcast,No,2023,9,0,Monday,0,3,18,26533.0,22467.0,24331.285714285714,98.07786080185691,76.87798444083535,81.46242233553171,40.57563774625768,32.464459160239954,34.864177504237276,1.2645412464624748,33.333333333333336,77.27739771474884,76.99832386366552,22.722602285251156
2023-09-19,Jayanagar,South End Circle,9548,55.36368701678305,1.2033074473543477,35.569927559297,52.048910110739605,0,69.096,21.865257936407616,83.59466173813556,85.34014021270846,206,Rain,No,2023,9,1,Tuesday,0,3,19,31238.0,27022.0,25584.285714285714,100.0,96.27366212449031,84.76556741541238,39.501739456994784,32.2072311666396,35.86950326091654,5.798459050773256,35.569927559297,77.27739771474884,76.99832386366552,-41.707470155451844
2023-09-20,Jayanagar,South End Circle,9801,36.34911605751386,1.3229618823566975,22.75079434893252,45.06889114495134,2,69.602,36.555394391593865,80.17542854632231,75.38960450557018,194,Clear,No,2023,9,2,Wednesday,0,3,20,9548.0,15597.0,23088.0,35.569927559297,57.32536753848206,76.09360533467046,55.36368701678305,21.780773807279346,39.17756838236561,3.708715034946828,7.5835981163108395,77.27739771474884,76.99832386366552,-54.52660336581633
2023-09-21,Jayanagar,South End Circle,37059,36.24287085244652,1.5,100.0,100.0,4,124.118,62.216367280073584,71.02794567321764,64.08390314975587,103,Clear,Yes,2023,9,3,Thursday,0,3,21,9801.0,33706.0,22260.0,22.75079434893252,100.0,71.15438059330624,36.34911605751386,26.722818408840176,41.258760132399104,0.977977572315673,20.0,77.27739771474884,76.99832386366552,22.722602285251156
2023-09-23,Jayanagar,South End Circle,24583,38.15306596784917,1.0938017547962045,86.54457454095414,100.0,2,99.166,12.535745621464638,92.8282498709088,70.81599154787017,105,Clear,Yes,2023,9,5,Saturday,1,3,23,37059.0,23995.0,22739.0,100.0,73.55339773123767,71.15438059330624,36.24287085244652,45.660292529841264,42.618767624342865,1.5520101683215708,28.848191513651383,77.27739771474884,76.99832386366552,9.2671768262053
2023-09-27,Jayanagar,South End Circle,26258,34.076020678149106,1.5,79.3596507295277,100.0,2,102.516,75.98843833017057,78.88648657050432,92.873785473938,101,Fog,No,2023,9,2,Wednesday,0,3,27,24583.0,20999.0,22823.0,86.54457454095414,68.12868371181962,73.01026299469432,38.15306596784917,44.63802971056292,41.54630668691543,1.2977386197787002,26.453216909842567,77.27739771474884,76.99832386366552,2.082253014778857
2023-09-29,Jayanagar,South End Circle,26603,36.958929000827546,1.5,94.95336019105714,100.0,1,103.206,21.685005266682,78.96181501838765,73.53049989898231,85,Clear,No,2023,9,4,Friday,0,3,29,26258.0,26533.0,23574.285714285714,79.3596507295277,98.07786080185691,74.61468685436691,34.076020678149106,40.57563774625768,40.03744825371346,1.3892767357376063,47.47668009552857,77.27739771474884,76.99832386366552,17.6759624763083
2023-09-30,Jayanagar,South End Circle,33513,46.99549990559835,1.5,100.0,100.0,4,117.026,28.008819554237228,90.93405023859316,71.00264928651013,98,Fog,No,2023,9,5,Saturday,1,3,30,26603.0,31238.0,23584.285714285714,94.95336019105714,100.0,74.16832962425265,36.958929000827546,39.501739456994784,39.520775575794865,1.402306564783766,20.0,77.27739771474884,76.99832386366552,22.722602285251156
2023-10-02,Jayanagar,South End Circle,34594,36.25974343289985,1.5,100.0,100.0,2,119.188,14.081873505147296,80.18745242672729,62.20257592419256,106,Overcast,No,2023,10,0,Monday,0,4,2,33513.0,9548.0,23909.285714285714,100.0,35.569927559297,74.16832962425265,46.99549990559835,55.36368701678305,40.59131278273823,1.0481512237064188,33.333333333333336,77.27739771474884,76.99832386366552,22.722602285251156
2023-10-04,Jayanagar,South End Circle,19770,51.867800885849306,1.3065617487617407,62.38667814810898,100.0,2,89.53999999999999,68.87495048316416,86.33250456118975,98.2069155860198,104,Clear,No,2023,10,2,Wednesday,0,4,4,34594.0,9801.0,27487.285714285714,100.0,22.75079434893252,83.37262568721022,36.25974343289985,36.34911605751386,37.862177985040624,2.623560995743516,20.795559382702994,77.27739771474884,76.99832386366552,-14.890719566639866
2023-10-05,Jayanagar,South End Circle,27133,42.77834656862246,1.5,95.10230373946928,100.0,5,104.266,59.179777482930426,91.3478665693575,64.99930714889727,102,Clear,No,2023,10,3,Thursday,0,4,5,19770.0,37059.0,28911.428571428572,62.38667814810898,100.0,89.03489480137829,51.867800885849306,36.24287085244652,40.07913296051712,1.5766169081422055,15.850383956578213,77.27739771474884,76.99832386366552,17.824906024720434
2023-10-06,Jayanagar,South End Circle,28641,30.7819034376444,1.5,92.80834201469376,100.0,1,107.282,76.69464155819261,69.51185487197898,90.7631030183724,100,Clear,No,2023,10,4,Friday,0,4,6,27133.0,24583.0,27493.428571428572,95.10230373946928,86.54457454095414,88.33522390701674,42.77834656862246,38.15306596784917,41.01277234854225,1.0747496050293077,46.40417100734688,77.27739771474884,76.99832386366552,15.53094429994492
2023-10-07,Jayanagar,South End Circle,19387,36.13879776529177,1.2300110109798994,72.39830031269321,94.12939092520736,2,88.774,78.7140399343685,83.8465534956024,70.51442217248106,93,Clear,No,2023,10,5,Saturday,1,4,7,28641.0,26258.0,28073.14285714286,92.80834201469376,79.3596507295277,89.23004783183669,30.7819034376444,34.076020678149106,39.95974912994158,1.8640737486610497,24.132766770897735,77.27739771474884,76.99832386366552,-4.879097402055635
2023-10-08,Jayanagar,South End Circle,17462,37.74450390702169,1.0631781216033604,51.1014663468545,87.55467988550521,0,84.924,10.428718597055608,87.84482157762346,66.42773141601532,107,Overcast,No,2023,10,6,Sunday,1,4,8,19387.0,26603.0,27091.571428571428,72.39830031269321,94.95336019105714,88.23556920086034,36.13879776529177,36.958929000827546,40.254431570961955,2.161522386154031,51.1014663468545,77.27739771474884,76.99832386366552,-26.175931367894343
2023-10-10,Jayanagar,South End Circle,16413,52.37587891885492,1.1272076270227789,45.543111441464525,81.3275284307698,0,82.826,12.322152753125753,65.35553781717232,69.62041132449168,95,Clear,No,2023,10,1,Tuesday,0,4,10,17462.0,33513.0,25785.714285714286,51.1014663468545,100.0,81.97101293740282,37.74450390702169,46.99549990559835,40.366656557561114,3.191121605974223,45.543111441464525,77.27739771474884,76.99832386366552,-31.73428627328432
2023-10-13,Jayanagar,South End Circle,31816,63.76495126998614,1.5,100.0,100.0,5,113.632,34.22896347918717,97.57333831918532,68.85334229756788,96,Overcast,No,2023,10,4,Friday,0,4,13,16413.0,34594.0,23342.85714285714,45.543111441464525,100.0,74.19145742904061,52.37587891885492,36.25974343289985,41.13528213088348,2.0041787550284806,16.666666666666668,77.27739771474884,76.99832386366552,22.722602285251156
2023-10-14,Jayanagar,South End Circle,20224,56.92104228403325,1.358354558881784,71.3693854579533,100.0,3,90.448,14.913482313805837,66.59538725189341,81.06510669473153,101,Clear,No,2023,10,5,Saturday,1,4,14,31816.0,19770.0,22946.0,100.0,62.38667814810898,74.19145742904061,63.76495126998614,51.867800885849306,45.06459753618152,2.8145293850886692,17.842346364488325,77.27739771474884,76.99832386366552,-5.908012256795544
2023-10-15,Jayanagar,South End Circle,19548,45.8416753524104,1.3709228324479166,69.44793545764286,97.5889869425304,0,89.096,38.98196103251237,99.39696093470856,92.8606456402502,99,Fog,No,2023,10,6,Sunday,1,4,15,20224.0,27133.0,23010.85714285714,71.3693854579533,95.10230373946928,75.47470133044693,56.92104228403325,42.77834656862246,45.78648916449352,2.345082635175486,69.44793545764286,77.27739771474884,76.99832386366552,-7.8294622571059875
2023-10-16,Jayanagar,South End Circle,45441,34.00603480227876,1.5,100.0,100.0,3,140.882,49.0160332025498,63.25225424854564,70.94679241949979,101,Clear,No,2023,10,0,Monday,0,4,16,19548.0,28641.0,21927.285714285714,69.44793545764286,92.80834201469376,71.8097915759003,45.8416753524104,30.7819034376444,46.22410756217751,0.7483557756712828,25.0,77.27739771474884,76.99832386366552,22.722602285251156
2023-10-17,Jayanagar,South End Circle,22053,26.84116261903371,1.0939680596533692,79.57354751546703,100.0,1,94.106,43.286290046028974,77.48990138141662,70.70123422386717,98,Fog,No,2023,10,1,Tuesday,0,4,17,45441.0,19387.0,24327.285714285714,100.0,72.39830031269321,72.8371712880869,34.00603480227876,36.13879776529177,46.68469775712528,1.2171206919255297,39.78677375773351,77.27739771474884,76.99832386366552,2.296149800718183
2023-10-18,Jayanagar,South End Circle,17270,34.91786715373157,1.231984098670505,63.660210777558525,86.48265517226923,1,84.53999999999999,47.72019995266919,96.2849420721448,61.71747402646351,108,Windy,No,2023,10,2,Wednesday,0,4,18,22053.0,17462.0,24708.14285714286,79.57354751546703,51.1014663468545,73.86220660276888,26.84116261903371,37.74450390702169,45.356464164802695,2.0218799741593267,31.830105388779263,77.27739771474884,76.99832386366552,-13.617186937190318
2023-10-19,Jayanagar,South End Circle,27203,44.60800179062011,1.5,85.28556128618874,100.0,1,104.406,69.70668886370984,93.48300103042548,79.47241450005853,99,Clear,No,2023,10,3,Thursday,0,4,19,17270.0,16413.0,24680.714285714286,63.660210777558525,45.543111441464525,75.65631295001232,34.91786715373157,52.37587891885492,44.95265891433268,1.6398192034194798,42.64278064309437,77.27739771474884,76.99832386366552,8.008163571439894
2023-10-20,Jayanagar,South End Circle,15201,41.707704433216016,1.1601736334990655,51.98099674090068,72.13025131320006,0,80.402,70.00011105554842,85.33846069088585,87.24095012621814,100,Clear,No,2023,10,4,Friday,0,4,20,27203.0,31816.0,26222.14285714286,85.28556128618874,100.0,81.33380578497292,44.60800179062011,63.76495126998614,43.84296218172771,2.7437474135396367,51.98099674090068,77.27739771474884,76.99832386366552,-25.296400973848165
2023-10-21,Jayanagar,South End Circle,24464,43.07308721163013,1.2407905976112437,87.1326706980105,100.0,0,98.928,49.52051201140515,99.48818402744196,87.7603927921989,103,Clear,Yes,2023,10,5,Saturday,1,4,21,15201.0,20224.0,23848.571428571428,51.98099674090068,71.3693854579533,74.47394817653016,41.707704433216016,56.92104228403325,40.691926919331976,1.7606723026336712,87.1326706980105,77.27739771474884,76.99832386366552,9.855272983261656
2023-10-22,Jayanagar,South End Circle,13962,46.15810453387572,1.3305347760389397,38.80575463884731,66.44723451041952,0,77.924,12.740654020958525,94.1540187768673,72.90713809958311,204,Overcast,No,2023,10,6,Sunday,1,4,22,24464.0,19548.0,24454.285714285714,87.1326706980105,69.44793545764286,76.72584606796691,43.07308721163013,45.8416753524104,38.71364762327438,3.305980843280026,38.80575463884731,77.27739771474884,76.99832386366552,-38.47164307590153
2023-10-24,Jayanagar,South End Circle,35393,27.52203674853257,1.5,100.0,100.0,0,120.786,10.024437430210746,91.67412604883825,63.09419514689743,79,Fog,Yes,2023,10,1,Tuesday,0,4,24,13962.0,45441.0,23656.285714285714,38.80575463884731,100.0,72.34839166528182,46.15810453387572,34.00603480227876,38.75885179205515,0.7776124303826342,100.0,77.27739771474884,76.99832386366552,22.722602285251156
2023-10-26,Jayanagar,South End Circle,28776,26.852736201241875,1.5,92.7067443189691,100.0,2,107.552,10.60692182252946,64.07414518810137,54.09883125272613,72,Clear,No,2023,10,3,Thursday,0,4,26,35393.0,22053.0,22220.85714285714,100.0,79.57354751546703,72.34839166528182,27.52203674853257,26.84116261903371,37.83256635580569,0.9331643105797148,30.902248106323032,77.27739771474884,76.99832386366552,15.429346604220257
2023-10-27,Jayanagar,South End Circle,29084,63.72461303470728,1.5,91.87483881701374,100.0,2,108.168,63.90112218981419,89.78195314046141,98.41479973358156,101,Clear,No,2023,10,4,Friday,0,4,27,28776.0,17270.0,23181.285714285714,92.7067443189691,63.660210777558525,74.2245626372107,26.852736201241875,34.91786715373157,37.83421972469257,2.1910539483808034,30.624946272337912,77.27739771474884,76.99832386366552,14.597441102264895
2023-10-28,Jayanagar,South End Circle,34405,29.39355291263164,1.5,100.0,100.0,0,118.81,25.57285597512479,79.0691215996639,53.737788322772886,96,Fog,No,2023,10,5,Saturday,1,4,28,29084.0,27203.0,24869.0,91.87483881701374,85.28556128618874,78.2552237857043,63.72461303470728,44.60800179062011,41.94946913626053,0.854339570197112,100.0,77.27739771474884,76.99832386366552,22.722602285251156
2023-10-29,Jayanagar,South End Circle,17656,32.725895089741286,1.088022868605629,68.53545499471835,90.94960681266556,0,85.312,60.49289354091027,66.67638061710622,87.18011974242495,95,Overcast,No,2023,10,6,Sunday,1,4,29,34405.0,15201.0,25897.85714285714,100.0,51.98099674090068,80.35728645910591,29.39355291263164,41.707704433216016,39.775976439405035,1.853528267429842,68.53545499471835,77.27739771474884,76.99832386366552,-8.741942720030494
2023-10-30,Jayanagar,South End Circle,22085,43.35316273298995,1.2463496554592453,74.20896491764861,100.0,0,94.17,18.473760305757537,79.98778320678102,67.93582565751456,98,Fog,No,2023,10,0,Monday,0,4,30,17656.0,24464.0,26248.571428571428,68.53545499471835,87.1326706980105,82.72220906679415,32.725895089741286,43.07308721163013,38.492860818908646,1.9630139340271655,74.20896491764861,77.27739771474884,76.99832386366552,-3.068432797100229
2023-10-31,Jayanagar,South End Circle,9224,61.635670677709655,1.2561045425226325,39.62391690759223,50.54879990767237,1,68.44800000000001,66.09490735356174,93.88527084246482,50.044499350663976,196,Overcast,No,2023,10,1,Tuesday,0,4,31,22085.0,13962.0,25908.714285714286,74.20896491764861,38.80575463884731,80.8759653838853,43.35316273298995,46.15810453387572,38.53287160767434,6.682097861850569,19.811958453796116,77.27739771474884,76.99832386366552,-37.65348080715661
2023-11-02,Jayanagar,South End Circle,36475,33.61821364212348,1.5,100.0,100.0,5,122.95,45.588293193753344,73.82744052733122,93.2542486056308,100,Windy,No,2023,11,3,Thursday,0,4,2,9224.0,35393.0,25231.85714285714,39.62391690759223,100.0,80.99284570799172,61.635670677709655,27.52203674853257,40.74395248536489,0.921678235561987,16.666666666666668,77.27739771474884,76.99832386366552,22.722602285251156
2023-11-04,Jayanagar,South End Circle,34441,47.5580329065,1.5,100.0,100.0,2,118.882,31.717970443678585,84.95472227979266,97.9261017995282,114,Clear,No,2023,11,5,Saturday,1,4,4,36475.0,28776.0,25386.428571428572,100.0,92.7067443189691,80.99284570799172,33.61821364212348,26.852736201241875,41.614834898735026,1.380855169899248,33.333333333333336,77.27739771474884,76.99832386366552,22.722602285251156
2023-11-05,Jayanagar,South End Circle,27409,41.56444139837351,1.5,85.9771256975959,100.0,2,104.818,27.771851027404505,84.15829817590426,86.89639773228765,86,Clear,No,2023,11,6,Sunday,1,4,5,34441.0,29084.0,26195.714285714286,100.0,91.87483881701374,82.03473937671042,47.5580329065,63.72461303470728,44.572734428057615,1.5164523112252732,28.65904189919863,77.27739771474884,76.99832386366552,8.699727982847051
2023-11-07,Jayanagar,South End Circle,32625,46.87747642526425,1.5,100.0,100.0,1,115.25,61.23459774277234,99.76638206365509,72.46350005755146,89,Clear,No,2023,11,1,Tuesday,0,4,7,27409.0,34405.0,25956.428571428572,85.9771256975959,100.0,81.1922089310793,41.56444139837351,29.39355291263164,41.40699562286708,1.4368575149506284,50.0,77.27739771474884,76.99832386366552,22.722602285251156
2023-11-11,Jayanagar,South End Circle,29529,29.205387597426565,1.5,90.4792787927532,100.0,1,109.058,79.08556594407902,60.08260986434959,58.14747930787279,90,Clear,No,2023,11,5,Saturday,1,4,11,32625.0,17656.0,25702.14285714286,100.0,68.53545499471835,81.1922089310793,46.87747642526425,32.725895089741286,43.90469898181459,0.9890408614388081,45.2396393963766,77.27739771474884,76.99832386366552,13.201881078004362
2023-11-12,Jayanagar,South End Circle,26205,28.570028355635987,1.5,80.82523154496204,100.0,2,102.41,78.97973835968081,72.79980979330968,52.61350916808555,93,Fog,No,2023,11,6,Sunday,1,4,12,29529.0,22085.0,27398.285714285714,90.4792787927532,74.20896491764861,84.32704090222714,29.205387597426565,43.35316273298995,43.401769340055345,1.0902510343688605,26.94174384832068,77.27739771474884,76.99832386366552,3.547833830213193
